,序號,薪水,學歷要求
31179,31242,57750,大學
31182,31245,52500,大學
31184,31247,35000,大學
31186,31249,65000,專科
31188,31251,44000,不拘
31189,31252,34000,大學
31190,31253,65000,專科
31192,31255,47500,專科
31193,31256,52500,大學
31196,31259,47500,大學
31197,31260,40000,專科
31198,31261,55000,專科
31202,31265,51500,專科
31204,31267,45000,專科
31205,31268,72500,不拘
31206,31269,37500,專科
31207,31270,50000,高中
31209,31272,40000,專科
31210,31273,57750,大學
31213,31276,52500,大學
31215,31278,35000,大學
31217,31280,65000,專科
31219,31282,44000,不拘
31220,31283,34000,大學
31221,31284,65000,專科
31223,31286,47500,專科
31224,31287,52500,大學
31227,31290,47500,大學
31228,31291,40000,專科
31229,31292,55000,專科
31233,31296,51500,專科
31235,31298,45000,專科
31236,31299,72500,不拘
31237,31300,37500,專科
31238,31301,50000,高中
31240,31303,40000,專科
31241,31304,57750,大學
31244,31307,52500,大學
31246,31309,35000,大學
31248,31311,65000,專科
31250,31313,44000,不拘
31251,31314,34000,大學
31252,31315,65000,專科
31254,31317,47500,專科
31255,31318,52500,大學
31258,31321,47500,大學
31259,31322,40000,專科
31260,31323,55000,專科
31264,31327,51500,專科
31266,31329,45000,專科
31267,31330,72500,不拘
31268,31331,37500,專科
31269,31332,50000,高中
31271,31334,40000,專科
31272,31335,57750,大學
31275,31338,52500,大學
31277,31340,35000,大學
31279,31342,65000,專科
31281,31344,44000,不拘
31282,31345,34000,大學
31283,31346,65000,專科
31285,31348,47500,專科
31286,31349,52500,大學
31289,31352,47500,大學
31290,31353,40000,專科
31291,31354,55000,專科
31295,31358,51500,專科
31297,31360,45000,專科
31298,31361,72500,不拘
31299,31362,37500,專科
31300,31363,50000,高中
31302,31365,40000,專科
31303,31366,57750,大學
31306,31369,52500,大學
31308,31371,35000,大學
31310,31373,65000,專科
31312,31375,44000,不拘
31313,31376,34000,大學
31314,31377,65000,專科
31316,31379,47500,專科
31317,31380,52500,大學
31320,31383,47500,大學
31321,31384,40000,專科
31322,31385,55000,專科
31326,31389,51500,專科
31328,31391,45000,專科
31329,31392,72500,不拘
31330,31393,37500,專科
31331,31394,50000,高中
31333,31396,40000,專科
31334,31397,57750,大學
31337,31400,52500,大學
31339,31402,40000,大學
31344,31407,70000,專科
31348,31411,60000,專科
31350,31413,30500,大學
31351,31414,31500,專科
31353,31416,51000,大學
31354,31417,60000,大學
31356,31419,45000,專科
31357,31420,35000,大學
31359,31422,45000,大學
31361,31424,35000,專科
31362,31425,35000,專科
31364,31427,35000,專科
31365,31428,35000,專科
31369,31432,40000,大學
31374,31437,70000,專科
31378,31441,60000,專科
31380,31443,30500,大學
31381,31444,31500,專科
31383,31446,51000,大學
31384,31447,60000,大學
31386,31449,45000,專科
31387,31450,35000,大學
31389,31452,45000,大學
31391,31454,35000,專科
31392,31455,35000,專科
31394,31457,40000,大學
31395,31458,38000,大學
31396,31459,42000,大學
31397,31460,34000,大學
31399,31462,41500,大學
31400,31463,45000,大學
31401,31464,50000,大學
31402,31465,39000,大學
31403,31466,269230,專科
31404,31467,269230,專科
31405,31468,41000,大學
31408,31471,50000,專科
31409,31472,60192,大學
31410,31473,30500,專科
31412,31475,33400,大學
31419,31482,37000,不拘
31420,31483,45000,大學
31421,31484,45000,大學
31422,31485,45000,專科
31423,31486,45000,大學
31424,31487,45000,大學
31425,31488,37000,不拘
31428,31491,40000,專科
31429,31492,45000,大學
31430,31493,70000,高中
31431,31494,42500,大學
31432,31495,44500,大學
31434,31497,43500,大學
31436,31499,42500,大學
31439,31502,37500,專科
31440,31503,38000,高中
31441,31504,30000,專科
31442,31505,35000,不拘
31444,31507,45000,專科
31445,31508,42500,大學
31447,31510,28625,大學
31449,31512,40000,專科
31450,31513,84615,高中
31451,31514,58500,大學
31452,31515,35000,專科
31453,31516,52500,不拘
31454,31517,35000,專科
31455,31518,58000,專科
31456,31519,40000,高中
31460,31523,41500,大學
31461,31524,35000,大學
31465,31528,45000,大學
31466,31529,49000,專科
31467,31530,49000,專科
31468,31531,49000,專科
31469,31532,42500,專科
31470,31533,42500,專科
31471,31534,42500,專科
31472,31535,42500,專科
31475,31538,41500,大學
31477,31540,52500,不拘
31478,31541,40000,專科
31484,31547,31000,不拘
31486,31549,40870,大學
31487,31550,52500,不拘
31488,31551,49000,專科
31489,31552,40000,不拘
31490,31553,47500,大學
31491,31554,45000,大學
31492,31555,39000,專科
31493,31556,38391,大學
31494,31557,44000,不拘
31495,31558,44000,不拘
31497,31561,34500,不拘
31498,31562,34500,不拘
31503,31567,30625,專科
31504,31568,52500,不拘
31509,31573,37625,不拘
31510,31574,37625,不拘
31511,31575,40000,不拘
31512,31576,37625,不拘
31513,31577,32500,大學
31515,31579,34000,大學
31516,31580,40000,大學
31517,31581,48500,專科
31519,31583,30000,大學
31520,31584,50000,大學
31521,31585,58000,專科
31524,31588,100000,不拘
31525,31589,65000,不拘
31526,31591,32625,專科
31527,31592,35000,大學
31529,31594,45000,不拘
31530,31595,52500,不拘
31531,31596,52500,不拘
31532,31597,40000,大學
31533,31598,37500,大學
31534,31599,60000,專科
31536,31601,43000,專科
31537,31602,39429,大學
31538,31603,38500,大學
31539,31604,47500,不拘
31540,31605,55000,不拘
31541,31606,32625,高中
31542,31607,70000,大學
31544,31609,40906,大學
31545,31610,46500,專科
31546,31611,32500,不拘
31547,31612,35000,大學
31548,31613,30125,大學
31549,31614,30125,專科
31550,31615,46500,大學
31552,31617,30000,專科
31554,31619,40906,大學
31555,31620,61000,大學
31556,31621,61000,大學
31558,31623,41000,大學
31560,31625,29232,專科
31561,31626,39000,專科
31562,31627,45000,專科
31563,31628,37500,專科
31565,31630,47500,不拘
31567,31632,49000,專科
31568,31633,50000,高中
31569,31634,50000,專科
31570,31635,35000,專科
31571,31636,45000,專科
31572,31637,60000,專科
31573,31638,52500,專科
31575,31640,50000,專科
31577,31642,40000,大學
31579,31644,33000,專科
31580,31645,36500,專科
31581,31646,36500,專科
31583,31648,29232,大學
31584,31649,40000,專科
31587,31652,70000,專科
31588,31653,37500,專科
31590,31655,46153,大學
31591,31656,50000,大學
31594,31659,52500,不拘
31595,31660,52500,不拘
31598,31663,41500,大學
31599,31664,43500,大學
31602,31667,35000,大學
31603,31668,40000,專科
31604,31669,40500,專科
31605,31670,40000,高中
31606,31671,40000,不拘
31607,31672,44000,大學
31608,31673,44000,專科
31609,31674,46500,大學
31610,31675,46500,專科
31612,31677,38500,大學
31615,31680,50000,專科
31624,31689,42500,大學
31626,31691,50000,大學
31629,31694,38000,大學
31630,31695,30000,大學
31631,31696,53846,專科
31632,31697,32000,大學
31633,31698,76923,大學
31634,31699,73076,大學
31635,31700,96153,大學
31636,31701,38500,大學
31637,31702,38500,大學
31638,31703,65000,大學
31639,31704,37000,大學
31640,31705,40500,大學
31641,31706,70000,專科
31642,31707,65000,專科
31643,31708,40500,專科
31644,31709,37500,專科
31645,31710,37500,專科
31646,31711,65000,專科
31647,31712,65000,專科
31648,31713,31000,專科
31649,31714,40500,專科
31650,31715,40000,大學
31651,31716,40000,大學
31652,31717,55000,高中
31653,31718,55000,高中
31656,31721,120000,大學
31657,31722,60000,高中
31658,31723,40000,高中
31659,31724,60000,高中
31660,31725,115384,高中
31661,31726,115384,高中
31662,31727,75000,高中
31663,31728,75000,高中
31664,31729,60000,高中
31665,31730,60000,高中
31666,31731,75000,高中
31667,31732,75000,高中
31668,31733,115384,高中
31669,31734,115384,高中
31670,31735,47500,不拘
31673,31738,45000,大學
31676,31741,60000,專科
31677,31742,33000,專科
31678,31744,52500,專科
31679,31745,61538,大學
31680,31746,61538,大學
31681,31747,84615,大學
31682,31748,61538,大學
31683,31749,52500,高中
31687,31753,60000,專科
31688,31754,100000,大學
31692,31758,44500,大學
31702,31768,45000,大學
31705,31771,60000,專科
31706,31772,33000,專科
31707,31774,52500,專科
31708,31775,61538,大學
31709,31776,61538,大學
31710,31777,84615,大學
31711,31778,61538,大學
31712,31779,52500,高中
31716,31783,60000,專科
31717,31784,100000,大學
31721,31788,44500,大學
31729,31796,43500,專科
31730,31797,47500,專科
31731,31798,62500,專科
31732,31799,50000,高中
31733,31800,41500,專科
31734,31801,50000,碩士
31735,31802,31320,專科
31736,31803,29580,專科
31737,31804,45000,專科
31738,31805,32000,不拘
31739,31806,36500,大學
31740,31807,50000,專科
31741,31808,50000,大學
31742,31809,31320,大學
31743,31810,50000,大學
31744,31811,50000,大學
31745,31812,67307,大學
31746,31813,67307,大學
31747,31814,82692,大學
31750,31817,67307,大學
31751,31818,82692,大學
31752,31819,57500,大學
31753,31820,82692,大學
31754,31821,29000,高中以下
31755,31822,37500,高中
31758,31825,38000,大學
31759,31826,42000,不拘
31760,31827,50000,不拘
31762,31829,42500,專科
31764,31831,50000,專科
31766,31833,269230,專科
31767,31834,269230,專科
31769,31836,28800,專科
31771,31838,46000,大學
31772,31839,38000,高中
31773,31840,33000,專科
31774,31841,29000,專科
31775,31842,36500,專科
31776,31843,42500,專科
31777,31844,51000,大學
31778,31845,49500,專科
31781,31848,37500,專科
31782,31849,37500,專科
31783,31850,41000,專科
31784,31851,47500,專科
31788,31855,38000,大學
31789,31856,42000,不拘
31790,31857,50000,不拘
31792,31859,42500,專科
31794,31861,50000,專科
31796,31863,269230,專科
31797,31864,269230,專科
31799,31866,28800,專科
31801,31868,46000,大學
31802,31869,38000,高中
31803,31870,33000,專科
31804,31871,29000,專科
31805,31872,36500,專科
31806,31873,42500,專科
31807,31874,51000,大學
31808,31875,49500,專科
31811,31878,37500,專科
31812,31879,37500,專科
31813,31880,41000,專科
31814,31881,47500,專科
31818,31885,38000,大學
31819,31886,42000,不拘
31820,31887,50000,不拘
31822,31889,42500,專科
31824,31891,50000,專科
31826,31893,269230,專科
31827,31894,269230,專科
31829,31896,28800,專科
31831,31898,46000,大學
31832,31899,38000,高中
31833,31900,33000,專科
31834,31901,29000,專科
31835,31902,36500,專科
31836,31903,42500,專科
31837,31904,51000,大學
31838,31905,49500,專科
31841,31908,37500,專科
31842,31909,37500,專科
31843,31910,41000,專科
31844,31911,47500,專科
31847,31914,55000,專科
31848,31915,28000,大學
31849,31916,55000,不拘
31851,31918,28000,大學
31852,31919,27000,專科
31853,31920,70000,專科
31854,31921,40000,大學
31855,31922,35000,不拘
31857,31924,49000,大學
31859,31926,36000,專科
31860,31927,55000,大學
31861,31928,35000,不拘
31862,31929,35125,不拘
31865,31932,43500,不拘
31866,31933,43500,不拘
31867,31934,45000,專科
31868,31935,43500,不拘
31869,31936,45000,專科
31870,31937,37000,大學
31872,31939,43500,不拘
31873,31940,52500,專科
31874,31941,36500,大學
31876,31943,31500,專科
31877,31944,55000,專科
31878,31945,28000,大學
31879,31946,55000,不拘
31881,31948,28000,大學
31882,31949,27000,專科
31883,31950,70000,大學
31884,31951,46000,大學
31885,31952,103846,大學
31886,31953,42500,專科
31887,31954,41500,大學
31888,31955,45000,大學
31889,31956,44750,大學
31891,31958,42307,大學
31892,31959,42500,專科
31893,31960,38500,專科
31894,31961,38500,專科
31895,31962,46000,大學
31896,31963,40000,大學
31897,31964,40000,大學
31899,31966,30000,大學
31900,31967,30000,大學
31901,31968,30000,大學
31902,31969,30000,大學
31903,31970,50000,大學
31904,31971,33500,大學
31905,31972,47500,大學
31907,31975,42500,大學
31910,31978,39000,專科
31911,31979,68500,大學
31912,31980,40000,專科
31915,31983,30000,專科
31916,31984,40000,大學
31917,31985,39650,大學
31918,31986,36500,大學
31924,31992,38000,專科
31925,31993,40000,專科
31928,31996,25250,大學
31930,31998,42500,專科
31933,32001,52500,不拘
31934,32002,60000,大學
31937,32005,40000,專科
31938,32006,40000,大學
31939,32007,52500,不拘
31940,32008,42500,大學
31941,32009,42500,大學
31942,32010,35000,專科
31944,32012,75000,專科
31945,32013,52500,不拘
31946,32014,70000,大學
31948,32016,35000,大學
31950,32018,40000,專科
31951,32019,55000,大學
31952,32020,52500,不拘
31953,32021,52500,不拘
31954,32022,52500,不拘
31957,32025,45000,大學
31958,32026,130769,專科
31960,32028,37500,大學
31966,32034,45000,專科
31970,32038,90000,專科
31973,32041,123076,大學
31978,32046,62585,大學
31979,32047,49174,大學
31980,32048,52527,大學
31983,32051,51500,專科
31984,32052,45000,大學
31987,32055,45000,大學
31988,32056,130769,專科
31990,32058,37500,大學
31996,32064,45000,專科
32000,32068,90000,專科
32003,32071,123076,大學
32008,32076,62585,大學
32009,32077,49174,大學
32010,32078,52527,大學
32013,32081,51500,專科
32014,32082,45000,大學
32017,32085,45000,大學
32018,32086,130769,專科
32020,32088,37500,大學
32026,32094,45000,專科
32030,32098,90000,專科
32033,32101,123076,大學
32038,32106,62585,大學
32039,32107,49174,大學
32040,32108,52527,大學
32043,32111,51500,專科
32044,32112,45000,大學
32047,32115,45000,大學
32048,32116,130769,專科
32050,32118,37500,大學
32056,32124,45000,專科
32060,32128,90000,專科
32063,32131,123076,大學
32068,32136,62585,大學
32069,32137,49174,大學
32070,32138,52527,大學
32073,32141,51500,專科
32074,32142,45000,大學
32077,32145,45000,大學
32078,32146,130769,專科
32080,32148,37500,大學
32086,32154,45000,專科
32090,32158,90000,專科
32093,32161,123076,大學
32098,32166,62585,大學
32099,32167,49174,大學
32100,32168,52527,大學
32103,32171,51500,專科
32104,32172,45000,大學
32107,32175,45000,大學
32108,32176,130769,專科
32110,32178,37500,大學
32116,32184,45000,專科
32120,32188,90000,專科
32123,32191,123076,大學
32128,32196,62585,大學
32129,32197,49174,大學
32130,32198,52527,大學
32133,32201,51500,專科
32134,32202,45000,大學
32137,32205,45000,大學
32138,32206,130769,專科
32140,32208,37500,大學
32143,32211,52000,大學
32144,32212,40000,專科
32145,32213,57500,碩士
32149,32217,43000,大學
32150,32218,62500,專科
32151,32219,37500,專科
32153,32221,73076,大學
32154,32222,66538,大學
32157,32225,73076,專科
32158,32226,50000,專科
32160,32228,45000,大學
32163,32231,62500,大學
32165,32233,60384,專科
32168,32236,35000,大學
32169,32237,73076,大學
32170,32238,60000,不拘
32173,32241,52000,大學
32174,32242,40000,專科
32175,32243,57500,碩士
32179,32247,43000,大學
32180,32248,62500,專科
32181,32249,37500,專科
32183,32251,73076,大學
32184,32252,66538,大學
32187,32255,73076,專科
32193,32261,39500,專科
32194,32262,40000,大學
32204,32272,40000,大學
32205,32273,35000,大學
32209,32277,45000,專科
32212,32280,60000,專科
32213,32281,60000,專科
32214,32282,52500,大學
32223,32291,39500,專科
32224,32292,40000,大學
32234,32302,40000,大學
32235,32303,35000,大學
32239,32307,45000,專科
32242,32310,60000,專科
32243,32311,60000,專科
32244,32312,52500,大學
32253,32321,39500,專科
32254,32322,40000,大學
32264,32332,40000,大學
32265,32333,35000,大學
32269,32337,45000,專科
32272,32340,60000,專科
32273,32341,60000,專科
32274,32342,52500,大學
32283,32351,39500,專科
32284,32352,40000,大學
32294,32362,40000,大學
32295,32363,35000,大學
32299,32367,45000,專科
32302,32370,60000,專科
32303,32371,60000,專科
32304,32372,52500,大學
32313,32381,39500,專科
32314,32382,40000,大學
32324,32392,40000,大學
32325,32393,35000,大學
32329,32397,45000,專科
32332,32400,60000,專科
32333,32401,60000,專科
32334,32402,52500,大學
32343,32411,39500,專科
32344,32412,40000,大學
32354,32422,40000,大學
32355,32423,35000,大學
32359,32427,45000,專科
32362,32430,60000,專科
32363,32431,60000,專科
32364,32432,52500,大學
32373,32441,39500,專科
32374,32442,40000,大學
32384,32452,40000,大學
32385,32453,35000,大學
32389,32457,45000,專科
32392,32460,60000,專科
32393,32461,60000,專科
32394,32462,52500,大學
32403,32471,39500,專科
32404,32472,40000,大學
32414,32482,40000,大學
32415,32483,35000,大學
32419,32487,45000,專科
32422,32490,60000,專科
32423,32491,60000,專科
32424,32492,52500,大學
32433,32501,39500,專科
32434,32502,40000,大學
32444,32512,40000,大學
32445,32513,35000,大學
32449,32517,45000,專科
32450,32518,60000,專科
32451,32519,77500,專科
32452,32520,60000,專科
32455,32523,62500,專科
32458,32526,38000,專科
32462,32530,52500,專科
32477,32545,44500,大學
32480,32548,60000,專科
32481,32549,77500,專科
32482,32550,60000,專科
32485,32553,62500,專科
32488,32556,38000,專科
32492,32560,52500,專科
32507,32575,44500,大學
32510,32578,60000,專科
32511,32579,77500,專科
32512,32580,60000,專科
32515,32583,62500,專科
32518,32586,38000,專科
32522,32590,52500,專科
32537,32605,44500,大學
32540,32608,60000,專科
32541,32609,77500,專科
32542,32610,60000,專科
32545,32613,62500,專科
32548,32616,38000,專科
32552,32620,52500,專科
32567,32635,44500,大學
32570,32638,60000,專科
32571,32639,77500,專科
32572,32640,60000,專科
32575,32643,62500,專科
32578,32646,38000,專科
32582,32650,52500,專科
32597,32665,44500,大學
32600,32668,60000,專科
32601,32669,77500,專科
32602,32670,60000,專科
32605,32673,62500,專科
32608,32676,38000,專科
32612,32680,52500,專科
32627,32695,44500,大學
32630,32698,60000,專科
32631,32699,77500,專科
32632,32700,60000,專科
32635,32703,62500,專科
32638,32706,38000,專科
32642,32710,52500,專科
32657,32725,44500,大學
32660,32728,60000,專科
32661,32729,77500,專科
32662,32730,60000,專科
32665,32733,62500,專科
32668,32736,38000,專科
32672,32740,52500,專科
32687,32755,44500,大學
32690,32758,60000,專科
32691,32759,77500,專科
32692,32760,60000,專科
32695,32763,62500,專科
32698,32766,38000,專科
32702,32770,52500,專科
32712,32780,45000,專科
32716,32784,60000,大學
32717,32785,60000,碩士
32723,32791,44000,專科
32725,32793,53500,專科
32727,32795,39000,專科
32730,32798,65000,大學
32731,32799,60000,大學
32733,32801,45000,專科
32734,32802,40000,專科
32735,32803,65000,專科
32736,32804,37500,專科
32738,32806,62500,專科
32739,32807,55000,高中
32742,32810,45000,專科
32746,32814,60000,大學
32747,32815,60000,碩士
32753,32821,44000,專科
32755,32823,53500,專科
32757,32825,39000,專科
32760,32828,65000,大學
32761,32829,60000,大學
32763,32831,45000,專科
32764,32832,40000,專科
32765,32833,65000,專科
32766,32834,37500,專科
32768,32836,62500,專科
32769,32837,55000,高中
32772,32840,45000,專科
32776,32844,60000,大學
32777,32845,60000,碩士
32783,32851,44000,專科
32785,32853,53500,專科
32787,32855,39000,專科
32790,32858,65000,大學
32791,32859,60000,大學
32793,32861,45000,專科
32794,32862,40000,專科
32795,32863,65000,專科
32796,32864,37500,專科
32798,32866,62500,專科
32799,32867,55000,高中
32802,32870,45000,專科
32806,32874,60000,大學
32807,32875,60000,碩士
32813,32881,44000,專科
32815,32883,53500,專科
32817,32885,39000,專科
32820,32888,65000,大學
32821,32889,60000,大學
32823,32891,45000,專科
32824,32892,40000,專科
32825,32893,65000,專科
32826,32894,37500,專科
32828,32896,62500,專科
32829,32897,55000,高中
32832,32900,45000,專科
32836,32904,60000,大學
32837,32905,60000,碩士
32843,32911,44000,專科
32845,32913,53500,專科
32847,32915,39000,專科
32850,32918,65000,大學
32851,32919,60000,大學
32853,32921,45000,專科
32854,32922,40000,專科
32855,32923,65000,專科
32856,32924,37500,專科
32858,32926,62500,專科
32859,32927,55000,高中
32862,32930,45000,專科
32866,32934,60000,大學
32867,32935,60000,碩士
32873,32941,44000,專科
32875,32943,53500,專科
32877,32945,39000,專科
32880,32948,65000,大學
32881,32949,60000,大學
32883,32951,45000,專科
32884,32952,40000,專科
32885,32953,65000,專科
32886,32954,37500,專科
32888,32956,62500,專科
32889,32957,55000,高中
32892,32960,45000,專科
32896,32964,60000,大學
32897,32965,60000,碩士
32903,32971,44000,專科
32905,32973,53500,專科
32908,32976,37000,碩士
32909,32977,28000,大學
32911,32979,28000,大學
32912,32980,28000,大學
32913,32981,28000,大學
32914,32982,28000,大學
32918,32986,28000,大學
32919,32987,28000,大學
32922,32990,28000,大學
32924,32992,28000,大學
32925,32993,50000,專科
32926,32994,82500,不拘
32928,32996,125000,專科
32932,33000,33500,專科
32938,33006,30000,大學
32942,33010,38000,大學
32943,33011,38000,大學
32949,33017,40000,專科
32950,33018,51401,大學
32952,33020,40000,大學
32955,33023,65384,專科
32958,33026,29232,專科
32962,33030,33500,專科
32968,33036,30000,大學
32972,33040,38000,大學
32973,33041,38000,大學
32979,33047,40000,專科
32980,33048,51401,大學
32982,33050,40000,大學
32985,33053,65384,專科
32988,33056,29232,專科
32992,33060,33500,專科
32998,33066,30000,大學
33002,33070,38000,大學
33003,33071,38000,大學
33009,33077,40000,專科
33010,33078,51401,大學
33012,33080,40000,大學
33015,33083,65384,專科
33018,33086,29232,專科
33022,33090,33500,專科
33028,33096,30000,大學
33032,33100,38000,大學
33033,33101,38000,大學
33039,33107,40000,專科
33040,33108,51401,大學
33042,33110,40000,大學
33045,33113,65384,專科
33048,33116,29232,專科
33052,33120,33500,專科
33058,33126,30000,大學
33062,33130,38000,大學
33063,33131,38000,大學
33069,33137,40000,專科
33070,33138,51401,大學
33072,33140,40000,大學
33075,33143,65384,專科
33078,33146,29232,專科
33082,33150,33500,專科
33088,33156,30000,大學
33092,33160,38000,大學
33093,33161,38000,大學
33099,33167,40000,專科
33100,33168,51401,大學
33102,33170,40000,大學
33105,33173,65384,專科
33108,33176,29232,專科
33112,33180,33500,專科
33118,33186,30000,大學
33122,33190,38000,大學
33123,33191,38000,大學
33129,33197,40000,專科
33130,33198,51401,大學
33132,33200,40000,大學
33135,33203,65384,專科
33138,33206,29232,專科
33142,33210,33500,專科
33148,33216,30000,大學
33152,33220,38000,大學
33153,33221,38000,大學
33159,33227,40000,專科
33160,33228,51401,大學
33162,33230,40000,大學
33165,33233,65384,專科
33168,33236,29232,專科
33172,33240,33500,專科
33178,33246,30000,大學
33182,33250,38000,大學
33183,33251,38000,大學
33189,33257,40000,專科
33192,33260,40500,碩士
33193,33261,47500,大學
33196,33264,35000,不拘
33197,33265,55000,大學
33206,33274,36000,大學
33210,33278,36000,大學
33222,33290,36570,大學
33239,33307,46000,大學
33240,33308,30000,大學
33245,33313,82500,大學
33247,33315,85000,大學
33252,33320,80000,大學
33255,33323,50000,專科
33256,33324,35000,大學
33258,33326,84615,大學
33275,33343,82500,大學
33277,33345,85000,大學
33282,33350,80000,大學
33285,33353,50000,專科
33286,33354,35000,大學
33288,33356,84615,大學
33305,33373,82500,大學
33307,33375,85000,大學
33312,33380,80000,大學
33315,33383,50000,專科
33316,33384,35000,大學
33318,33386,84615,大學
33335,33403,82500,大學
33337,33405,85000,大學
33342,33410,80000,大學
33345,33413,50000,專科
33346,33414,35000,大學
33348,33416,84615,大學
33365,33433,82500,大學
33367,33435,85000,大學
33372,33440,80000,大學
33375,33443,50000,專科
33376,33444,35000,大學
33378,33446,84615,大學
33395,33463,82500,大學
33397,33465,85000,大學
33402,33470,80000,大學
33405,33473,50000,專科
33406,33474,35000,大學
33408,33476,84615,大學
33425,33493,82500,大學
33427,33495,85000,大學
33432,33500,80000,大學
33435,33503,50000,專科
33436,33504,35000,大學
33438,33506,84615,大學
33455,33523,82500,大學
33457,33525,85000,大學
33462,33530,80000,大學
33465,33533,50000,專科
33466,33534,35000,大學
33468,33536,84615,大學
33485,33553,82500,大學
33487,33555,85000,大學
33492,33560,80000,大學
33495,33563,50000,專科
33496,33564,35000,大學
33498,33566,84615,大學
33515,33583,82500,大學
33517,33585,85000,大學
33522,33590,80000,大學
33525,33593,50000,專科
33526,33594,35000,大學
33528,33596,84615,大學
33545,33613,82500,大學
33547,33615,85000,大學
33552,33620,80000,大學
33555,33623,50000,專科
33556,33624,35000,大學
33558,33626,84615,大學
33575,33643,82500,大學
33577,33645,85000,大學
33582,33650,80000,大學
33585,33653,50000,專科
33586,33654,35000,大學
33588,33656,84615,大學
33605,33673,82500,大學
33607,33675,85000,大學
33612,33680,80000,大學
33615,33683,50000,專科
33616,33684,35000,大學
33618,33686,84615,大學
33635,33703,82500,大學
33637,33705,85000,大學
33642,33710,80000,大學
33645,33713,50000,專科
33646,33714,35000,大學
33648,33716,84615,大學
33665,33733,82500,大學
33667,33735,85000,大學
33672,33740,80000,大學
33675,33743,50000,專科
33676,33744,35000,大學
33678,33746,84615,大學
33695,33763,82500,大學
33697,33765,85000,大學
33702,33770,80000,大學
33705,33773,50000,專科
33706,33774,35000,大學
33708,33776,84615,大學
33725,33793,82500,大學
33727,33795,85000,大學
33732,33800,80000,大學
33735,33803,50000,專科
33736,33804,35000,大學
33738,33806,84615,大學
33755,33823,82500,大學
33757,33825,85000,大學
33760,33828,64384,大學
33763,33831,34800,大學
33790,33858,64384,大學
33793,33861,34800,大學
33820,33888,64384,大學
33823,33891,34800,大學
33850,33918,64384,大學
33853,33921,34800,大學
33880,33948,64384,大學
33883,33951,34800,大學
33905,33973,100000,大學
33906,33974,70000,大學
33907,33975,57500,大學
33908,33976,40000,專科
33909,33977,40000,專科
33918,33986,50000,專科
33919,33987,45000,專科
33923,33991,42500,專科
33929,33997,38000,大學
33930,33998,30000,不拘
33934,34002,45000,專科
33948,34016,50000,專科
33949,34017,45000,專科
33950,34018,100000,大學
33955,34023,52500,專科
33956,34024,40500,專科
33958,34026,65384,大學
33961,34029,100000,大學
33967,34035,60000,大學
33968,34036,130769,專科
33970,34038,75000,大學
33971,34039,60000,大學
33974,34042,52500,專科
33980,34048,100000,大學
33985,34053,52500,專科
33986,34054,40500,專科
33988,34056,65384,大學
33991,34059,100000,大學
33997,34065,60000,大學
33998,34066,130769,專科
34000,34068,75000,大學
34001,34069,60000,大學
34004,34072,52500,專科
34010,34078,100000,大學
34012,34080,50500,大學
34013,34081,56500,大學
34015,34083,29000,大學
34018,34086,57500,大學
34020,34088,36000,大學
34021,34089,34000,專科
34022,34090,50000,大學
34023,34091,42500,專科
34027,34095,34000,專科
34034,34102,40000,大學
34036,34104,40000,專科
34040,34108,30000,專科
34043,34111,50000,專科
34045,34113,29000,大學
34048,34116,57500,大學
34050,34118,36000,大學
34051,34119,34000,專科
34052,34120,50000,大學
34053,34121,42500,專科
34057,34125,34000,專科
34064,34132,40000,大學
34066,34134,40000,專科
34070,34138,30000,專科
34073,34141,50000,專科
34075,34143,29000,大學
34080,34148,50000,專科
34081,34149,33000,專科
34082,34150,53846,專科
34092,34160,50000,專科
34101,34169,32625,大學
34102,34170,37500,大學
34105,34173,37000,大學
34106,34174,37000,大學
34107,34175,37000,大學
34108,34176,39500,不拘
34110,34178,37000,大學
34111,34179,37000,大學
34112,34180,40000,專科
34114,34182,35000,碩士
34122,34190,50000,專科
34131,34199,32625,大學
34132,34200,37500,大學
34135,34203,37000,大學
34136,34204,37000,大學
34137,34205,37000,大學
34138,34206,39500,不拘
34140,34208,37000,大學
34141,34209,37000,大學
34142,34210,40000,專科
34144,34212,35000,碩士
34153,34221,50000,大學
34155,34223,43500,專科
34173,34241,60000,碩士
34179,34247,74500,大學
34181,34249,31500,大學
34182,34250,55000,專科
34183,34251,43300,大學
34195,34263,43500,不拘
34196,34264,42200,大學
34198,34266,45000,大學
34200,34268,41500,大學
34201,34269,65000,大學
34202,34270,40000,專科
34211,34279,48500,專科
34212,34280,47500,大學
34213,34281,40000,大學
34229,34297,62500,大學
34230,34298,48500,大學
34232,34300,36000,專科
34237,34305,39500,大學
34238,34306,39500,大學
34240,34308,37500,專科
34241,34309,70000,專科
34245,34313,50000,大學
34247,34315,47500,大學
34248,34316,50000,大學
34250,34318,49750,專科
34251,34319,54000,專科
34254,34322,37500,專科
34258,34326,85000,大學
34261,34329,30500,大學
34262,34331,30500,專科
34263,34332,40000,專科
34264,34333,35000,專科
34274,34343,36261,大學
34275,34344,42000,不拘
34278,34347,40000,大學
34279,34348,52500,專科
34281,34350,55000,不拘
34282,34351,40000,大學
34284,34353,59000,大學
34286,34355,69000,大學
34287,34356,69000,大學
34288,34357,69000,大學
34289,34358,69000,大學
34291,34360,36950,大學
34292,34361,45000,專科
34293,34362,34000,專科
34295,34364,33500,大學
34298,34367,52500,專科
