,序號,薪水,學歷要求
56609,56757,37500,專科
56610,56758,36500,專科
56611,56759,35000,大學
56612,56760,50000,大學
56614,56762,30500,高中
56615,56763,42500,大學
56617,56765,31500,專科
56618,56766,29450,大學
56619,56767,41500,大學
56620,56768,50000,大學
56621,56769,38000,專科
56628,56776,40000,專科
56629,56777,45000,大學
56630,56778,45000,大學
56631,56779,30000,專科
56632,56780,40000,大學
56633,56781,40000,專科
56634,56782,45000,大學
56635,56783,35000,大學
56637,56785,269230,專科
56638,56786,25250,專科
56639,56787,37500,專科
56640,56788,36500,專科
56641,56789,35000,大學
56642,56790,50000,大學
56644,56792,30500,高中
56645,56793,42500,大學
56647,56795,31500,專科
56648,56796,29450,大學
56649,56797,41500,大學
56650,56798,50000,大學
56651,56799,38000,專科
56655,56803,32000,專科
56656,56804,37500,專科
56657,56805,30000,大學
56658,56806,32000,專科
56659,56807,65000,專科
56660,56808,32000,大學
56661,56809,36000,專科
56662,56810,29250,高中
56663,56811,38000,大學
56664,56812,32500,專科
56665,56813,33000,專科
56667,56815,30000,專科
56668,56816,40500,大學
56669,56817,33000,專科
56670,56818,37500,大學
56671,56819,37500,大學
56672,56820,37500,大學
56674,56822,43000,專科
56675,56823,34000,專科
56676,56824,34500,高中
56677,56825,48076,大學
56679,56827,30000,不拘
56680,56828,40000,專科
56681,56829,36000,高中以下
56682,56830,31500,專科
56684,56832,42272,大學
56685,56833,32000,專科
56686,56834,37500,專科
56687,56835,30000,大學
56688,56836,32000,專科
56689,56837,65000,專科
56690,56838,32000,大學
56691,56839,36000,專科
56692,56840,34500,大學
56693,56841,32500,大學
56696,56844,40000,專科
56697,56845,38000,大學
56699,56847,40000,專科
56701,56849,46000,大學
56703,56851,40500,專科
56704,56852,32000,大學
56705,56853,27000,高中
56706,56854,34000,大學
56707,56855,32000,專科
56708,56856,45000,高中
56709,56857,40000,專科
56710,56858,34000,專科
56711,56859,40000,專科
56712,56860,34000,專科
56713,56861,32500,專科
56714,56862,37500,專科
56716,56864,49500,大學
56720,56868,34000,高中
56721,56869,42500,大學
56723,56871,30000,大學
56724,56872,30000,大學
56725,56873,25250,專科
56726,56874,30000,大學
56727,56875,25250,專科
56728,56876,30000,大學
56729,56877,30000,高中
56730,56878,37500,專科
56731,56879,35000,專科
56732,56880,29000,專科
56733,56881,33500,大學
56735,56883,32500,專科
56736,56884,34000,高中
56737,56885,33000,專科
56739,56887,35000,大學
56740,56888,31500,大學
56741,56889,33000,專科
56742,56890,40000,專科
56743,56891,35000,專科
56744,56892,37000,專科
56745,56893,45000,大學
56746,56894,62500,大學
56747,56895,30125,高中
56749,56897,37000,專科
56750,56898,47500,大學
56751,56899,30000,不拘
56752,56900,31250,大學
56753,56901,47500,大學
56754,56902,46000,大學
56755,56903,40000,專科
56756,56904,31500,高中
56757,56905,40000,專科
56758,56906,35000,專科
56759,56907,31500,不拘
56760,56908,29500,高中
56761,56909,39700,大學
56762,56910,45000,大學
56763,56911,39200,大學
56764,56912,35500,大學
56765,56913,33500,高中
56766,56914,37500,專科
56767,56915,34500,專科
56770,56918,29232,專科
56771,56919,32500,大學
56772,56920,28000,專科
56773,56921,30300,專科
56774,56922,35000,大學
56775,56923,35000,大學
56777,56925,40000,專科
56778,56926,45000,專科
56779,56927,39650,大學
56780,56928,39650,大學
56781,56929,39650,大學
56782,56930,39650,大學
56783,56931,33000,專科
56784,56932,32500,專科
56785,56933,37500,高中
56786,56934,28000,高中
56788,56936,40000,專科
56789,56937,47500,專科
56790,56938,32625,不拘
56791,56939,32625,高中
56792,56940,31000,大學
56793,56941,36500,高中
56794,56942,30500,專科
56795,56943,32500,不拘
56797,56945,36000,大學
56800,56948,55800,大學
56802,56950,26000,高中以下
56804,56952,37500,專科
56805,56953,31000,專科
56806,56954,40000,大學
56807,56955,40000,大學
56808,56956,32400,大學
56809,56957,35000,大學
56811,56959,36000,大學
56812,56960,32000,專科
56813,56961,30000,高中
56814,56962,40000,專科
56815,56963,29500,大學
56816,56964,34150,大學
56817,56965,29500,專科
56819,56967,39000,不拘
56821,56969,37500,專科
56824,56972,29232,大學
56825,56973,35000,專科
56826,56974,40000,專科
56827,56975,40000,專科
56828,56976,42500,大學
56829,56977,35500,專科
56830,56978,36000,大學
56831,56979,29000,專科
56832,56980,28500,專科
56833,56981,38500,大學
56834,56982,44000,專科
56835,56983,32000,高中
56836,56984,40000,專科
56837,56985,32125,專科
56838,56986,33500,高中
56840,56988,33595,高中
56841,56989,30000,不拘
56842,56990,28000,大學
56843,56991,42500,高中
56844,56992,35000,不拘
56845,56993,34000,專科
56846,56994,31500,高中
56847,56995,31500,高中
56848,56996,34000,大學
56849,56997,34000,大學
56850,56998,31500,大學
56851,56999,41750,專科
56852,57000,28000,大學
56853,57001,42500,大學
56854,57002,30000,專科
56855,57004,28000,專科
56860,57009,34000,專科
56861,57010,31250,專科
56862,57011,37500,專科
56863,57012,30000,高中
56865,57014,35000,專科
56866,57015,30000,專科
56868,57017,59500,大學
56869,57018,41500,專科
56871,57020,37000,大學
56872,57021,38500,專科
56877,57026,31320,專科
56878,57027,35000,大學
56879,57028,40000,大學
56882,57031,37500,高中
56883,57032,45000,專科
56884,57033,88461,不拘
56886,57035,40500,大學
56888,57037,33000,專科
56889,57038,31500,大學
56890,57039,54000,專科
56892,57041,40000,專科
56893,57042,32000,大學
56895,57044,35000,專科
56896,57045,30000,專科
56898,57047,59500,大學
56899,57048,41500,專科
56901,57050,37000,大學
56902,57051,38500,專科
56907,57056,31320,專科
56908,57057,35000,大學
56909,57058,40000,大學
56912,57061,37500,高中
56913,57062,45000,專科
56914,57063,88461,不拘
56916,57065,40500,大學
56918,57067,33000,專科
56919,57068,31500,大學
56920,57069,54000,專科
56922,57071,40000,專科
56923,57072,32000,大學
56925,57074,35000,專科
56926,57075,30000,專科
56928,57077,59500,大學
56929,57078,41500,專科
56931,57080,37000,大學
56932,57081,38500,專科
56937,57086,31320,專科
56938,57087,35000,大學
56939,57088,40000,大學
56940,57089,52500,專科
56941,57090,41500,大學
56942,57091,32000,大學
56948,57097,28000,高中
56950,57099,33060,大學
56951,57100,29232,大學
56954,57103,32500,專科
56956,57105,37500,高中
56958,57107,55000,大學
56959,57108,44500,大學
56962,57111,35000,專科
56963,57112,35000,高中
56965,57114,39000,大學
56966,57115,35000,不拘
56967,57116,36000,大學
56968,57117,41000,專科
56971,57120,37500,專科
56974,57123,43500,專科
56980,57129,33060,大學
56981,57130,29232,大學
56984,57133,32500,專科
56986,57135,37500,高中
56988,57137,55000,大學
56989,57138,44500,大學
56992,57141,35000,專科
56993,57142,35000,高中
56995,57144,39000,大學
56996,57145,35000,不拘
56997,57146,36000,大學
56998,57147,41000,專科
57001,57150,37500,專科
57004,57153,43500,專科
57010,57159,33060,大學
57011,57160,29232,大學
57014,57163,32500,專科
57016,57165,37500,高中
57018,57167,55000,大學
57019,57168,44500,大學
57022,57171,35000,專科
57023,57172,35000,高中
57025,57174,39000,大學
57026,57175,35000,不拘
57027,57176,36000,大學
57028,57177,41000,專科
57031,57180,37500,專科
57034,57183,43500,專科
57040,57189,33060,大學
57041,57190,29232,大學
57044,57193,32500,專科
57046,57195,37500,高中
57048,57197,55000,大學
57049,57198,44500,大學
57052,57201,35000,專科
57053,57202,50000,大學
57055,57204,38000,專科
57056,57205,76923,大學
57057,57206,37000,不拘
57059,57208,32500,大學
57060,57209,37000,不拘
57061,57210,50000,專科
57063,57212,35000,高中
57066,57215,65000,專科
57067,57216,40000,專科
57068,57217,35000,專科
57069,57218,41538,大學
57071,57220,60000,專科
57072,57221,45000,不拘
57076,57225,85000,大學
57077,57226,90000,大學
57079,57228,35000,專科
57080,57229,39000,高中
57084,57233,50000,大學
57086,57235,38000,專科
57087,57236,76923,大學
57088,57237,37000,不拘
57090,57239,32500,大學
57091,57240,37000,不拘
57092,57241,50000,專科
57094,57243,35000,高中
57097,57246,65000,專科
57098,57247,40000,專科
57099,57248,35000,專科
57100,57249,41538,大學
57102,57251,60000,專科
57103,57252,45000,不拘
57107,57256,85000,大學
57108,57257,90000,大學
57110,57259,35000,專科
57111,57260,39000,高中
57115,57264,50000,大學
57117,57266,38000,專科
57118,57267,76923,大學
57119,57268,37000,不拘
57121,57270,32500,大學
57122,57271,37000,不拘
57123,57272,50000,專科
57125,57274,35000,高中
57128,57277,65000,專科
57129,57278,40000,專科
57130,57279,35000,專科
57131,57280,41538,大學
57133,57282,42500,高中
57138,57287,52500,專科
57139,57288,37000,大學
57141,57290,40000,大學
57142,57291,40000,專科
57144,57293,40000,專科
57145,57294,30000,專科
57147,57296,30000,專科
57149,57298,34000,大學
57150,57299,41000,不拘
57154,57303,40000,專科
57155,57304,45000,大學
57158,57307,34000,大學
57159,57308,30000,專科
57160,57309,29580,不拘
57161,57310,40000,專科
57163,57312,42500,高中
57168,57317,52500,專科
57169,57318,37000,大學
57171,57320,40000,大學
57172,57321,40000,專科
57174,57323,40000,專科
57175,57324,30000,專科
57177,57326,30000,專科
57179,57328,34000,大學
57180,57329,41000,不拘
57184,57333,40000,專科
57185,57334,45000,大學
57188,57337,34000,大學
57189,57338,30000,專科
57190,57339,29580,不拘
57191,57340,40000,專科
57193,57342,42500,高中
57198,57347,52500,專科
57199,57348,37000,大學
57201,57350,40000,大學
57202,57351,32000,專科
57203,57352,27000,專科
57204,57353,28000,專科
57205,57354,25250,大學
57206,57355,28000,大學
57208,57357,28000,專科
57209,57358,28000,大學
57210,57359,25250,大學
57211,57360,28000,大學
57212,57361,30000,高中
57214,57363,31000,高中以下
57215,57364,32500,專科
57218,57367,45000,大學
57219,57368,62500,專科
57220,57369,45000,專科
57222,57371,35500,大學
57223,57372,38500,專科
57228,57377,40000,專科
57230,57379,52500,高中以下
57231,57380,35000,專科
57236,57385,29232,專科
57239,57388,38000,大學
57241,57390,60000,專科
57242,57391,36000,高中
57245,57394,55000,不拘
57246,57395,47000,不拘
57248,57397,45000,大學
57249,57398,62500,專科
57250,57399,45000,專科
57252,57401,35500,大學
57253,57402,38500,專科
57258,57407,40000,專科
57260,57409,52500,高中以下
57261,57410,35000,專科
57266,57415,29232,專科
57269,57418,38000,大學
57271,57420,60000,專科
57272,57421,36000,高中
57275,57424,55000,不拘
57276,57425,47000,不拘
57278,57427,45000,大學
57279,57428,62500,專科
57280,57429,45000,專科
57282,57431,35500,大學
57283,57432,38500,專科
57288,57437,40000,專科
57290,57439,33000,專科
57292,57441,47500,專科
57293,57442,35000,大學
57294,57443,41500,大學
57296,57445,37000,大學
57298,57447,42500,大學
57299,57448,28000,不拘
57300,57449,40000,高中
57301,57450,36200,碩士
57302,57451,32453,大學
57303,57452,29000,專科
57304,57453,36570,大學
57305,57454,35000,專科
57306,57455,40500,不拘
57307,57456,37500,專科
57308,57457,40500,專科
57309,57458,35000,大學
57310,57459,30000,專科
57312,57461,80000,大學
57313,57462,60000,專科
57314,57463,105000,大學
57316,57465,60000,大學
57317,57466,32000,專科
57319,57468,46500,專科
57321,57470,30000,高中
57322,57471,50000,專科
57325,57474,41923,專科
57326,57475,42500,專科
57329,57478,29232,專科
57330,57479,30000,專科
57331,57480,35000,大學
57337,57486,38000,大學
57338,57487,41000,大學
57340,57489,55000,大學
57341,57490,65000,專科
57343,57492,80000,大學
57344,57493,60000,專科
57345,57494,105000,大學
57347,57496,60000,大學
57348,57497,32000,專科
57350,57499,46500,專科
57352,57501,30000,高中
57353,57502,50000,專科
57356,57505,41923,專科
57357,57506,42500,專科
57360,57509,29232,專科
57361,57510,30000,專科
57362,57511,35000,大學
57368,57517,38000,大學
57369,57518,41000,大學
57371,57520,55000,大學
57372,57521,65000,專科
57374,57523,80000,大學
57375,57524,60000,專科
57376,57525,105000,大學
57378,57527,60000,大學
57379,57528,32000,專科
57381,57530,46500,專科
57383,57532,30000,高中
57384,57533,50000,專科
57387,57536,41923,專科
57388,57537,42500,專科
57391,57540,29232,專科
57392,57541,30000,專科
57393,57542,35000,大學
57399,57548,38000,大學
57400,57549,41000,大學
57402,57551,55000,大學
57403,57552,65000,專科
57405,57554,80000,大學
57406,57555,60000,專科
57407,57556,105000,大學
57409,57558,60000,大學
57410,57559,32000,專科
57412,57561,46500,專科
57414,57563,30000,高中
57415,57564,50000,專科
57418,57567,41923,專科
57419,57568,42500,專科
57422,57571,29232,專科
57423,57572,30000,專科
57424,57573,35000,大學
57430,57579,38000,大學
57431,57580,41000,大學
57433,57582,55000,大學
57434,57583,65000,專科
57436,57585,80000,大學
57437,57586,60000,專科
57438,57587,105000,大學
57440,57589,60000,大學
57441,57590,32000,專科
57443,57592,46500,專科
57445,57594,30000,高中
57446,57595,50000,專科
57449,57598,41923,專科
57450,57599,42500,專科
57453,57602,29232,專科
57454,57603,30000,專科
57455,57604,35000,大學
57461,57610,38000,大學
57462,57611,41000,大學
57464,57613,55000,大學
57465,57614,65000,專科
57467,57616,80000,大學
57468,57617,60000,專科
57469,57618,105000,大學
57471,57620,60000,大學
57472,57621,32000,專科
57474,57623,46500,專科
57476,57625,30000,高中
57477,57626,50000,專科
57480,57629,41923,專科
57481,57630,42500,專科
57484,57633,29232,專科
57485,57634,30000,專科
57486,57635,35000,大學
57490,57639,40000,專科
57492,57641,38000,大學
57495,57645,39950,大學
57496,57646,40000,高中
57498,57648,40000,專科
57499,57649,38500,專科
57501,57651,42500,大學
57504,57654,40000,專科
57507,57657,38000,專科
57508,57658,34000,大學
57510,57660,33000,專科
57511,57661,33000,大學
57512,57662,29500,專科
57513,57663,31500,專科
57516,57666,60000,大學
57517,57667,37500,高中
57519,57669,40000,專科
57521,57671,38000,大學
57523,57673,36500,大學
